"year","month","day","mean_PM","median_PM","n","date","monthdate"
2012,2,18,37.6666666666667,38,6,2012-02-18,2018-02-18
2012,2,19,54.6666666666667,49.5,6,2012-02-19,2018-02-19
2012,2,20,58.1666666666667,61.5,6,2012-02-20,2018-02-20
2012,2,21,75.3333333333333,49,6,2012-02-21,2018-02-21
2012,2,22,39.8333333333333,33,6,2012-02-22,2018-02-22
2012,2,23,81.5,70,6,2012-02-23,2018-02-23
2012,2,24,72,72,6,2012-02-24,2018-02-24
2012,2,25,42.6666666666667,40.5,6,2012-02-25,2018-02-25
2012,2,26,23.1666666666667,23,6,2012-02-26,2018-02-26
2012,2,27,26.3333333333333,26,6,2012-02-27,2018-02-27
2012,2,28,25.1666666666667,26,6,2012-02-28,2018-02-28
2012,2,29,33,32,6,2012-02-29,
2012,3,1,79.8333333333333,75,6,2012-03-01,2018-03-01
2012,3,2,93.8333333333333,117,6,2012-03-02,2018-03-02
2012,3,3,64.3333333333333,65,6,2012-03-03,2018-03-03
2012,3,4,66.8333333333333,63.5,6,2012-03-04,2018-03-04
2012,3,5,78,73.5,6,2012-03-05,2018-03-05
2012,3,6,183.5,199.5,6,2012-03-06,2018-03-06
2012,3,7,129.666666666667,106,6,2012-03-07,2018-03-07
2012,3,8,50,44.5,6,2012-03-08,2018-03-08
2012,3,9,28,27,6,2012-03-09,2018-03-09
2012,3,10,41,32.5,6,2012-03-10,2018-03-10
2012,3,11,98,90.5,6,2012-03-11,2018-03-11
2012,3,12,25.6666666666667,22.5,6,2012-03-12,2018-03-12
2012,3,13,34.3333333333333,31,6,2012-03-13,2018-03-13
2012,3,14,30.8333333333333,30,6,2012-03-14,2018-03-14
2012,3,15,51,51,6,2012-03-15,2018-03-15
2012,3,16,56.3333333333333,52.5,6,2012-03-16,2018-03-16
2012,3,17,125.833333333333,126,6,2012-03-17,2018-03-17
2012,3,18,95.1666666666667,101.5,6,2012-03-18,2018-03-18
2012,3,19,44.3333333333333,37,6,2012-03-19,2018-03-19
2012,3,20,29,21.5,6,2012-03-20,2018-03-20
2012,3,21,38.5,39,6,2012-03-21,2018-03-21
2012,3,22,47,43.5,6,2012-03-22,2018-03-22
2012,3,23,62,40.5,6,2012-03-23,2018-03-23
2012,3,24,61.3333333333333,54,6,2012-03-24,2018-03-24
2012,3,25,73.8333333333333,67,6,2012-03-25,2018-03-25
2012,3,26,49.1666666666667,50.5,6,2012-03-26,2018-03-26
2012,3,27,77,69,6,2012-03-27,2018-03-27
2012,3,28,85.6666666666667,88.5,6,2012-03-28,2018-03-28
2012,3,29,56.5,51,6,2012-03-29,2018-03-29
2012,3,30,78,69.5,6,2012-03-30,2018-03-30
2012,3,31,59,63,6,2012-03-31,2018-03-31
2012,4,1,68.3333333333333,64.5,6,2012-04-01,2018-04-01
2012,4,2,49.8333333333333,45,6,2012-04-02,2018-04-02
2012,4,3,69,55.5,6,2012-04-03,2018-04-03
2012,4,4,79.6666666666667,78,6,2012-04-04,2018-04-04
2012,4,5,75.6666666666667,84,6,2012-04-05,2018-04-05
2012,4,6,47.3333333333333,48,6,2012-04-06,2018-04-06
2012,4,7,35.3333333333333,34.5,6,2012-04-07,2018-04-07
2012,4,8,57.3333333333333,55.5,6,2012-04-08,2018-04-08
2012,4,9,30,30,6,2012-04-09,2018-04-09
2012,4,10,50.8333333333333,51,6,2012-04-10,2018-04-10
2012,4,11,68.6666666666667,51.5,6,2012-04-11,2018-04-11
2012,4,12,42,44.5,6,2012-04-12,2018-04-12
2012,4,13,45.5,43.5,6,2012-04-13,2018-04-13
2012,4,14,77.6666666666667,77,6,2012-04-14,2018-04-14
2012,4,15,50.3333333333333,51.5,6,2012-04-15,2018-04-15
2012,4,16,70.5,69.5,6,2012-04-16,2018-04-16
2012,4,17,81,64,3,2012-04-17,2018-04-17
2012,4,20,69,69,1,2012-04-20,2018-04-20
2012,4,21,64.3333333333333,64,6,2012-04-21,2018-04-21
2012,4,22,65.6666666666667,60.5,6,2012-04-22,2018-04-22
2012,4,23,59,59,6,2012-04-23,2018-04-23
2012,4,24,42.6666666666667,44,6,2012-04-24,2018-04-24
2012,4,25,51.1666666666667,39.5,6,2012-04-25,2018-04-25
2012,4,26,65.5,66,6,2012-04-26,2018-04-26
2012,4,27,56.3333333333333,56.5,6,2012-04-27,2018-04-27
2012,4,28,33,31,6,2012-04-28,2018-04-28
2012,4,29,33,28,6,2012-04-29,2018-04-29
2012,4,30,33.5,32,6,2012-04-30,2018-04-30
2012,5,1,43.6666666666667,37.5,6,2012-05-01,2018-05-01
2012,5,2,64,55,6,2012-05-02,2018-05-02
2012,5,3,87.6666666666667,85,6,2012-05-03,2018-05-03
2012,5,4,150,137,3,2012-05-04,2018-05-04
2012,5,8,56.3333333333333,60,3,2012-05-08,2018-05-08
2012,5,9,29.8,32,5,2012-05-09,2018-05-09
2012,5,10,48.6666666666667,47,6,2012-05-10,2018-05-10
2012,5,11,71.6666666666667,69,6,2012-05-11,2018-05-11
2012,5,12,60.8333333333333,61,6,2012-05-12,2018-05-12
2012,5,13,38,37,6,2012-05-13,2018-05-13
2012,5,14,59.6,64,5,2012-05-14,2018-05-14
2012,5,15,112.166666666667,115,6,2012-05-15,2018-05-15
2012,5,16,106.166666666667,102.5,6,2012-05-16,2018-05-16
2012,5,17,64.3333333333333,58.5,6,2012-05-17,2018-05-17
2012,5,18,65.1666666666667,65,6,2012-05-18,2018-05-18
2012,5,19,50.6666666666667,51.5,6,2012-05-19,2018-05-19
2012,5,20,25.1666666666667,21.5,6,2012-05-20,2018-05-20
2012,5,21,46.1666666666667,42.5,6,2012-05-21,2018-05-21
2012,5,22,35,31,5,2012-05-22,2018-05-22
2012,5,23,44,41.5,6,2012-05-23,2018-05-23
2012,5,24,38.8333333333333,43,6,2012-05-24,2018-05-24
2012,5,25,30.5,32,6,2012-05-25,2018-05-25
2012,5,26,40.6666666666667,39.5,6,2012-05-26,2018-05-26
2012,5,27,65.1666666666667,63.5,6,2012-05-27,2018-05-27
2012,5,28,54.2,52,5,2012-05-28,2018-05-28
2012,5,29,55,55.5,6,2012-05-29,2018-05-29
2012,5,30,20.6666666666667,19,6,2012-05-30,2018-05-30
2012,5,31,27.8333333333333,28,6,2012-05-31,2018-05-31
2012,6,1,47.8333333333333,44,6,2012-06-01,2018-06-01
2012,6,2,33.6,36,5,2012-06-02,2018-06-02
2012,6,3,40.1666666666667,38,6,2012-06-03,2018-06-03
2012,6,4,36.2,37,5,2012-06-04,2018-06-04
2012,6,5,14.6666666666667,14,6,2012-06-05,2018-06-05
2012,6,6,23.1666666666667,24,6,2012-06-06,2018-06-06
2012,6,7,52.3333333333333,42,6,2012-06-07,2018-06-07
2012,6,8,109.333333333333,94.5,6,2012-06-08,2018-06-08
2012,6,9,129.333333333333,116.5,6,2012-06-09,2018-06-09
2012,6,10,109.166666666667,101.5,6,2012-06-10,2018-06-10
2012,6,11,54.6666666666667,49,6,2012-06-11,2018-06-11
2012,6,12,59.6666666666667,55,6,2012-06-12,2018-06-12
2012,6,13,59.3333333333333,63,6,2012-06-13,2018-06-13
2012,6,14,37.5,35.5,6,2012-06-14,2018-06-14
2012,6,15,20.6666666666667,19,6,2012-06-15,2018-06-15
2012,6,16,24,25,6,2012-06-16,2018-06-16
2012,6,17,23.8333333333333,27,6,2012-06-17,2018-06-17
2012,6,18,15.1666666666667,12.5,6,2012-06-18,2018-06-18
2012,6,19,20,23,6,2012-06-19,2018-06-19
2012,6,20,15.6666666666667,12,6,2012-06-20,2018-06-20
2012,6,21,22,19,6,2012-06-21,2018-06-21
2012,6,22,28.6,30,5,2012-06-22,2018-06-22
2012,6,23,8.2,7,5,2012-06-23,2018-06-23
2012,6,24,69.8333333333333,74,6,2012-06-24,2018-06-24
2012,6,25,48.8333333333333,35,6,2012-06-25,2018-06-25
2012,6,26,15.5,12.5,6,2012-06-26,2018-06-26
2012,6,27,13.3333333333333,7.5,6,2012-06-27,2018-06-27
2012,6,28,27.3333333333333,24,6,2012-06-28,2018-06-28
2012,6,29,11,10.5,6,2012-06-29,2018-06-29
2012,6,30,45,31,6,2012-06-30,2018-06-30
2012,7,1,55.1666666666667,55.5,6,2012-07-01,2018-07-01
2012,7,2,31.6666666666667,29.5,6,2012-07-02,2018-07-02
2012,7,3,33,23.5,6,2012-07-03,2018-07-03
2012,7,4,45.1666666666667,56.5,6,2012-07-04,2018-07-04
2012,7,5,19.8333333333333,21,6,2012-07-05,2018-07-05
2012,7,6,37.3333333333333,36.5,6,2012-07-06,2018-07-06
2012,7,7,29.6666666666667,21.5,6,2012-07-07,2018-07-07
2012,7,8,36.6666666666667,36,6,2012-07-08,2018-07-08
2012,7,9,47.8333333333333,43.5,6,2012-07-09,2018-07-09
2012,7,10,42.1666666666667,41.5,6,2012-07-10,2018-07-10
2012,7,11,46.8333333333333,45.5,6,2012-07-11,2018-07-11
2012,7,12,64.3333333333333,59,6,2012-07-12,2018-07-12
2012,7,13,40.3333333333333,40,6,2012-07-13,2018-07-13
2012,7,14,40.3333333333333,47.5,6,2012-07-14,2018-07-14
2012,7,15,33.6666666666667,30.5,6,2012-07-15,2018-07-15
2012,7,16,23.5,24.5,6,2012-07-16,2018-07-16
2012,7,17,15.6666666666667,12,6,2012-07-17,2018-07-17
2012,7,18,41,39,6,2012-07-18,2018-07-18
2012,7,19,73.5,74,6,2012-07-19,2018-07-19
2012,7,20,36.1666666666667,32,6,2012-07-20,2018-07-20
2012,7,21,6,5,5,2012-07-21,2018-07-21
2012,7,22,5.16666666666667,5.5,6,2012-07-22,2018-07-22
2012,7,23,5.2,4,5,2012-07-23,2018-07-23
2012,7,24,3.2,3,5,2012-07-24,2018-07-24
2012,7,25,4,4,4,2012-07-25,2018-07-25
2012,7,26,3.2,1,5,2012-07-26,2018-07-26
2012,7,27,2,2,5,2012-07-27,2018-07-27
2012,7,28,6.66666666666667,5,6,2012-07-28,2018-07-28
2012,7,29,7.6,4,5,2012-07-29,2018-07-29
2012,7,30,5.33333333333333,3.5,6,2012-07-30,2018-07-30
2012,7,31,3.66666666666667,3,6,2012-07-31,2018-07-31
2012,8,1,12.6666666666667,7,6,2012-08-01,2018-08-01
2012,8,2,12.8333333333333,15,6,2012-08-02,2018-08-02
2012,8,3,7,6,5,2012-08-03,2018-08-03
2012,8,4,5.6,2,5,2012-08-04,2018-08-04
2012,8,5,10,9,6,2012-08-05,2018-08-05
2012,8,6,14.8333333333333,16,6,2012-08-06,2018-08-06
2012,8,7,10.4,9,5,2012-08-07,2018-08-07
2012,8,8,5,3.5,6,2012-08-08,2018-08-08
2012,8,9,24,26,6,2012-08-09,2018-08-09
2012,8,10,24,23.5,6,2012-08-10,2018-08-10
2012,8,11,28.6666666666667,30,6,2012-08-11,2018-08-11
2012,8,12,36.3333333333333,38,6,2012-08-12,2018-08-12
2012,8,13,40,44,6,2012-08-13,2018-08-13
2012,8,14,31.4,32,5,2012-08-14,2018-08-14
2012,8,15,27.8333333333333,25,6,2012-08-15,2018-08-15
2012,8,16,2.8,2,5,2012-08-16,2018-08-16
2012,8,17,6.2,7,5,2012-08-17,2018-08-17
2012,8,18,7.16666666666667,7.5,6,2012-08-18,2018-08-18
2012,8,19,16.8333333333333,17.5,6,2012-08-19,2018-08-19
2012,8,20,30.3333333333333,32.5,6,2012-08-20,2018-08-20
2012,8,21,8.33333333333333,5,6,2012-08-21,2018-08-21
2012,8,22,12.6666666666667,12,6,2012-08-22,2018-08-22
2012,8,23,10.5,9,6,2012-08-23,2018-08-23
2012,8,24,13.2,9,5,2012-08-24,2018-08-24
2012,8,25,7.66666666666667,6.5,6,2012-08-25,2018-08-25
2012,8,26,5.83333333333333,4.5,6,2012-08-26,2018-08-26
2012,8,27,10.1666666666667,8,6,2012-08-27,2018-08-27
2012,8,28,26.1666666666667,26.5,6,2012-08-28,2018-08-28
2012,8,29,41.3333333333333,41,6,2012-08-29,2018-08-29
2012,8,30,17.6666666666667,19.5,6,2012-08-30,2018-08-30
2012,8,31,11.8,10,5,2012-08-31,2018-08-31
2012,9,1,19.1666666666667,19.5,6,2012-09-01,2018-09-01
2012,9,2,14.5,13,6,2012-09-02,2018-09-02
2012,9,3,28.6,24,5,2012-09-03,2018-09-03
2012,9,4,55.1666666666667,58.5,6,2012-09-04,2018-09-04
2012,9,5,47.3333333333333,39.5,6,2012-09-05,2018-09-05
2012,9,6,14.3333333333333,14.5,6,2012-09-06,2018-09-06
2012,9,7,18.1666666666667,18.5,6,2012-09-07,2018-09-07
2012,9,8,36.1666666666667,37.5,6,2012-09-08,2018-09-08
2012,9,9,24.6666666666667,24.5,6,2012-09-09,2018-09-09
2012,9,10,16.1666666666667,13.5,6,2012-09-10,2018-09-10
2012,9,11,34.6666666666667,33,6,2012-09-11,2018-09-11
2012,9,12,62.8333333333333,62.5,6,2012-09-12,2018-09-12
2012,9,13,80.1666666666667,80.5,6,2012-09-13,2018-09-13
2012,9,14,62.1666666666667,71,6,2012-09-14,2018-09-14
2012,9,15,22.3333333333333,20.5,6,2012-09-15,2018-09-15
2012,9,16,22.6666666666667,19.5,6,2012-09-16,2018-09-16
2012,9,17,50,54.5,6,2012-09-17,2018-09-17
2012,9,18,80.5,76.5,6,2012-09-18,2018-09-18
2012,9,19,125.833333333333,126,6,2012-09-19,2018-09-19
2012,9,20,120.333333333333,110.5,6,2012-09-20,2018-09-20
2012,9,21,105.333333333333,105,6,2012-09-21,2018-09-21
2012,9,22,50.8333333333333,52.5,6,2012-09-22,2018-09-22
2012,9,23,42.8333333333333,44,6,2012-09-23,2018-09-23
2012,9,24,33.3333333333333,33,6,2012-09-24,2018-09-24
2012,9,25,30.4,30,5,2012-09-25,2018-09-25
2012,9,26,19.6666666666667,22,3,2012-09-26,2018-09-26
2012,9,27,22.1666666666667,22,6,2012-09-27,2018-09-27
2012,9,28,30.6666666666667,25.5,6,2012-09-28,2018-09-28
2012,9,29,36.3333333333333,34.5,6,2012-09-29,2018-09-29
2012,9,30,45.3333333333333,33,6,2012-09-30,2018-09-30
2012,10,1,56.5,56,6,2012-10-01,2018-10-01
2012,10,2,58.1666666666667,60,6,2012-10-02,2018-10-02
2012,10,3,50.1666666666667,50,6,2012-10-03,2018-10-03
2012,10,4,50.3333333333333,54.5,6,2012-10-04,2018-10-04
2012,10,5,102.166666666667,95,6,2012-10-05,2018-10-05
2012,10,6,143,153,6,2012-10-06,2018-10-06
2012,10,7,39.5,39,6,2012-10-07,2018-10-07
2012,10,8,24,26,6,2012-10-08,2018-10-08
2012,10,9,29,30,5,2012-10-09,2018-10-09
2012,10,10,54.1666666666667,41.5,6,2012-10-10,2018-10-10
2012,10,11,19.6666666666667,19,6,2012-10-11,2018-10-11
2012,10,12,15.5,16,6,2012-10-12,2018-10-12
2012,10,13,24.1666666666667,24.5,6,2012-10-13,2018-10-13
2012,10,14,27.5,25.5,6,2012-10-14,2018-10-14
2012,10,15,32.3333333333333,26.5,6,2012-10-15,2018-10-15
2012,10,16,21.8333333333333,22.5,6,2012-10-16,2018-10-16
2012,10,17,55.1666666666667,39.5,6,2012-10-17,2018-10-17
2012,10,18,35.6666666666667,35,6,2012-10-18,2018-10-18
2012,10,19,30.1666666666667,30.5,6,2012-10-19,2018-10-19
2012,10,20,38.6666666666667,30.5,6,2012-10-20,2018-10-20
2012,10,21,33,30.5,6,2012-10-21,2018-10-21
2012,10,22,78.1666666666667,60.5,6,2012-10-22,2018-10-22
2012,10,23,81.8333333333333,78.5,6,2012-10-23,2018-10-23
2012,10,24,37.1666666666667,37,6,2012-10-24,2018-10-24
2012,10,25,43.8333333333333,44,6,2012-10-25,2018-10-25
2012,10,26,38.2,38,5,2012-10-26,2018-10-26
2012,10,27,91.4,72,5,2012-10-27,2018-10-27
2012,10,28,214.666666666667,210,6,2012-10-28,2018-10-28
2012,10,29,92.5,87.5,6,2012-10-29,2018-10-29
2012,10,30,43.8333333333333,38,6,2012-10-30,2018-10-30
2012,10,31,68.8333333333333,69,6,2012-10-31,2018-10-31
2012,11,1,109.333333333333,133,6,2012-11-01,2018-11-01
2012,11,2,29.6666666666667,31,6,2012-11-02,2018-11-02
2012,11,3,26.5,27,6,2012-11-03,2018-11-03
2012,11,4,55.1666666666667,50,6,2012-11-04,2018-11-04
2012,11,5,60.8333333333333,59,6,2012-11-05,2018-11-05
2012,11,6,120.5,123,6,2012-11-06,2018-11-06
2012,11,7,165.5,160,6,2012-11-07,2018-11-07
2012,11,8,103.333333333333,90.5,6,2012-11-08,2018-11-08
2012,11,9,34.5,33,6,2012-11-09,2018-11-09
2012,11,10,30.75,23,4,2012-11-10,2018-11-10
2012,11,11,51.6666666666667,45,3,2012-11-11,2018-11-11
2012,11,12,55.5,52.5,6,2012-11-12,2018-11-12
2012,11,13,88.8333333333333,88.5,6,2012-11-13,2018-11-13
2012,11,14,98.2,99,5,2012-11-14,2018-11-14
2012,11,15,36.8333333333333,39.5,6,2012-11-15,2018-11-15
2012,11,16,55.3333333333333,40,6,2012-11-16,2018-11-16
2012,11,17,136.333333333333,141.5,6,2012-11-17,2018-11-17
2012,11,18,93.1666666666667,103.5,6,2012-11-18,2018-11-18
2012,11,19,132,127,6,2012-11-19,2018-11-19
2012,11,20,31.1666666666667,31,6,2012-11-20,2018-11-20
2012,11,21,20.3333333333333,20.5,6,2012-11-21,2018-11-21
2012,11,22,23,22.5,6,2012-11-22,2018-11-22
2012,11,23,42.3333333333333,40,6,2012-11-23,2018-11-23
2012,11,24,50.5,54,6,2012-11-24,2018-11-24
2012,11,25,48.3333333333333,48,6,2012-11-25,2018-11-25
2012,11,26,95.6666666666667,108.5,6,2012-11-26,2018-11-26
2012,11,27,119.5,119.5,6,2012-11-27,2018-11-27
2012,11,28,82.8333333333333,73,6,2012-11-28,2018-11-28
2012,11,29,67.3333333333333,50.5,6,2012-11-29,2018-11-29
2012,11,30,26.3333333333333,27,6,2012-11-30,2018-11-30
2012,12,1,31.5,29.5,6,2012-12-01,2018-12-01
2012,12,2,20.5,20.5,6,2012-12-02,2018-12-02
2012,12,3,72.8333333333333,66,6,2012-12-03,2018-12-03
2012,12,4,78.6666666666667,82.5,6,2012-12-04,2018-12-04
2012,12,5,63.6,49,5,2012-12-05,2018-12-05
2012,12,6,53.5,53,6,2012-12-06,2018-12-06
2012,12,7,77.6666666666667,88.5,6,2012-12-07,2018-12-07
2012,12,8,161,154.5,6,2012-12-08,2018-12-08
2012,12,9,85.1666666666667,79.5,6,2012-12-09,2018-12-09
2012,12,10,68.6666666666667,66,6,2012-12-10,2018-12-10
2012,12,11,36.1666666666667,34.5,6,2012-12-11,2018-12-11
2012,12,12,49,47.5,6,2012-12-12,2018-12-12
2012,12,13,30.3333333333333,29.5,6,2012-12-13,2018-12-13
2012,12,14,81.5,67.5,6,2012-12-14,2018-12-14
2012,12,15,98.8333333333333,106,6,2012-12-15,2018-12-15
2012,12,16,63.5,64.5,6,2012-12-16,2018-12-16
2012,12,17,72.1666666666667,71,6,2012-12-17,2018-12-17
2012,12,18,57.1666666666667,59,6,2012-12-18,2018-12-18
2012,12,19,46.6666666666667,48,6,2012-12-19,2018-12-19
2012,12,20,28.5,28,6,2012-12-20,2018-12-20
2012,12,21,65.5,72,6,2012-12-21,2018-12-21
2012,12,22,62.8333333333333,54.5,6,2012-12-22,2018-12-22
2012,12,23,100.833333333333,103,6,2012-12-23,2018-12-23
2012,12,24,117.5,115.5,6,2012-12-24,2018-12-24
2012,12,25,82.6666666666667,83.5,6,2012-12-25,2018-12-25
2012,12,26,32.8333333333333,27,6,2012-12-26,2018-12-26
2012,12,27,17.6666666666667,18,6,2012-12-27,2018-12-27
2012,12,28,48.6666666666667,47.5,6,2012-12-28,2018-12-28
2012,12,29,56.1666666666667,51.5,6,2012-12-29,2018-12-29
2012,12,30,74.8333333333333,72.5,6,2012-12-30,2018-12-30
2012,12,31,65.6666666666667,67.5,6,2012-12-31,2018-12-31
2013,1,1,77.3333333333333,75,6,2013-01-01,2018-01-01
2013,1,2,63.3333333333333,57.5,6,2013-01-02,2018-01-02
2013,1,3,44.6666666666667,50,6,2013-01-03,2018-01-03
2013,1,4,49.3333333333333,46.5,6,2013-01-04,2018-01-04
2013,1,5,55.1666666666667,53,6,2013-01-05,2018-01-05
2013,1,6,82.8333333333333,75,6,2013-01-06,2018-01-06
2013,1,7,135.833333333333,131,6,2013-01-07,2018-01-07
2013,1,8,128.5,124.5,6,2013-01-08,2018-01-08
2013,1,9,106.6,90,5,2013-01-09,2018-01-09
2013,1,10,59.8333333333333,56.5,6,2013-01-10,2018-01-10
2013,1,11,46.5,44.5,6,2013-01-11,2018-01-11
2013,1,12,158.166666666667,177,6,2013-01-12,2018-01-12
2013,1,13,66.3333333333333,44.5,6,2013-01-13,2018-01-13
2013,1,14,136.666666666667,134.5,6,2013-01-14,2018-01-14
2013,1,15,102.333333333333,97,6,2013-01-15,2018-01-15
2013,1,16,205.666666666667,224.5,6,2013-01-16,2018-01-16
2013,1,17,67.6,61,5,2013-01-17,2018-01-17
2013,1,18,111.166666666667,107.5,6,2013-01-18,2018-01-18
2013,1,19,87.5,89.5,4,2013-01-19,2018-01-19
2013,1,20,39.5,36.5,6,2013-01-20,2018-01-20
2013,1,21,112,97,6,2013-01-21,2018-01-21
2013,1,22,119.166666666667,120,6,2013-01-22,2018-01-22
2013,1,23,166,171,6,2013-01-23,2018-01-23
2013,1,24,210.166666666667,213,6,2013-01-24,2018-01-24
2013,1,25,195.666666666667,195,6,2013-01-25,2018-01-25
2013,1,26,145.833333333333,148,6,2013-01-26,2018-01-26
2013,1,27,39,39,5,2013-01-27,2018-01-27
2013,1,28,50.3333333333333,49,6,2013-01-28,2018-01-28
2013,1,29,89.8333333333333,55,6,2013-01-29,2018-01-29
2013,1,30,175.333333333333,203,6,2013-01-30,2018-01-30
2013,1,31,36.4,35,5,2013-01-31,2018-01-31
2013,2,1,82.5,81.5,6,2013-02-01,2018-02-01
2013,2,2,66.1666666666667,46.5,6,2013-02-02,2018-02-02
2013,2,3,22.5,21,6,2013-02-03,2018-02-03
2013,2,4,61,46,6,2013-02-04,2018-02-04
2013,2,5,42,42,6,2013-02-05,2018-02-05
2013,2,6,62.1666666666667,55,6,2013-02-06,2018-02-06
2013,2,7,71,68.5,6,2013-02-07,2018-02-07
2013,2,8,27.8333333333333,27,6,2013-02-08,2018-02-08
2013,2,9,47.3333333333333,32,6,2013-02-09,2018-02-09
2013,2,10,195.166666666667,139,6,2013-02-10,2018-02-10
2013,2,11,59.5,62,6,2013-02-11,2018-02-11
2013,2,12,43.3333333333333,37,6,2013-02-12,2018-02-12
2013,2,13,92.3333333333333,87.5,6,2013-02-13,2018-02-13
2013,2,14,153.666666666667,65.5,6,2013-02-14,2018-02-14
2013,2,15,69.6666666666667,54,6,2013-02-15,2018-02-15
2013,2,16,51.5,38.5,6,2013-02-16,2018-02-16
2013,2,17,41.5,36,6,2013-02-17,2018-02-17
2013,2,18,49.3333333333333,28,6,2013-02-18,2018-02-18
2013,2,19,21,20,6,2013-02-19,2018-02-19
2013,2,20,56.1666666666667,53,6,2013-02-20,2018-02-20
2013,2,21,64.5,63,6,2013-02-21,2018-02-21
2013,2,22,82.6666666666667,81.5,6,2013-02-22,2018-02-22
2013,2,23,160.666666666667,159,6,2013-02-23,2018-02-23
2013,2,24,100.333333333333,84,6,2013-02-24,2018-02-24
2013,2,25,30.6666666666667,26.5,6,2013-02-25,2018-02-25
2013,2,26,47.5,41,6,2013-02-26,2018-02-26
2013,2,27,40.3333333333333,44,6,2013-02-27,2018-02-27
2013,2,28,56.6666666666667,54.5,6,2013-02-28,2018-02-28
2013,3,1,58.6666666666667,45.5,6,2013-03-01,2018-03-01
2013,3,2,26,27,6,2013-03-02,2018-03-02
2013,3,3,60.6666666666667,67,6,2013-03-03,2018-03-03
2013,3,4,119.166666666667,113,6,2013-03-04,2018-03-04
2013,3,5,144.833333333333,151.5,6,2013-03-05,2018-03-05
2013,3,6,81,77,6,2013-03-06,2018-03-06
2013,3,7,137,133.5,6,2013-03-07,2018-03-07
2013,3,8,150.666666666667,152,6,2013-03-08,2018-03-08
2013,3,9,116.5,117.5,6,2013-03-09,2018-03-09
2013,3,10,56.8333333333333,35.5,6,2013-03-10,2018-03-10
2013,3,11,27.3333333333333,30.5,6,2013-03-11,2018-03-11
2013,3,12,45.6666666666667,50,6,2013-03-12,2018-03-12
2013,3,13,56.3333333333333,43.5,6,2013-03-13,2018-03-13
2013,3,14,31.3333333333333,32,6,2013-03-14,2018-03-14
2013,3,15,38.1666666666667,35.5,6,2013-03-15,2018-03-15
